session_key,driver_id,driver_number,position,points,number_of_laps,dnf,dns,dsq,duration_s,gap_to_leader_s,laps_down,q1_s,q2_s,q3_s,gap_raw
9981,18,63,4,0.00,23,f,f,f,75.693,0.400,,,,,0.4
9981,1,1,5,0.00,26,f,f,f,75.735,0.442,,,,,0.442
9981,9,16,6,0.00,28,f,f,f,75.768,0.475,,,,,0.475
9981,4,6,7,0.00,22,f,f,f,75.792,0.499,,,,,0.499
9981,11,22,8,0.00,29,f,f,f,75.827,0.534,,,,,0.534
9981,12,23,9,0.00,29,f,f,f,75.916,0.623,,,,,0.623
9981,17,55,10,0.00,29,f,f,f,75.934,0.641,,,,,0.641
9981,16,44,11,0.00,26,f,f,f,75.943,0.650,,,,,0.65
9981,20,87,12,0.00,26,f,f,f,76.009,0.716,,,,,0.716
9981,29,43,13,0.00,29,f,f,f,76.044,0.751,,,,,0.751
9981,8,14,14,0.00,21,f,f,f,76.220,0.927,,,,,0.927
9981,14,30,15,0.00,22,f,f,f,76.255,0.962,,,,,0.962
9981,3,5,16,0.00,27,f,f,f,76.339,1.046,,,,,1.046
9981,10,18,17,0.00,23,f,f,f,76.341,1.048,,,,,1.048
9981,7,12,18,0.00,27,f,f,f,76.406,1.113,,,,,1.113
9981,13,27,19,0.00,26,f,f,f,76.419,1.126,,,,,1.126
9981,15,31,20,0.00,24,f,f,f,76.420,1.127,,,,,1.127
9982,2,4,1,0.00,19,f,f,f,74.897,0.000,,,,,0
9982,19,81,2,0.00,19,f,f,f,74.997,0.100,,,,,0.1
9982,1,1,3,0.00,17,f,f,f,75.078,0.181,,,,,0.181
9982,7,12,4,0.00,15,f,f,f,75.399,0.502,,,,,0.502
9982,9,16,5,0.00,26,f,f,f,75.451,0.554,,,,,0.554
9982,17,55,6,0.00,21,f,f,f,75.457,0.560,,,,,0.56
9982,4,6,7,0.00,20,f,f,f,75.508,0.611,,,,,0.611
9982,18,63,8,0.00,14,f,f,f,75.662,0.765,,,,,0.765
9982,12,23,9,0.00,20,f,f,f,75.732,0.835,,,,,0.835
9982,16,44,10,0.00,25,f,f,f,75.787,0.890,,,,,0.89
9982,8,14,11,0.00,18,f,f,f,75.819,0.922,,,,,0.922
9982,20,87,12,0.00,14,f,f,f,75.944,1.047,,,,,1.047
9982,10,18,13,0.00,22,f,f,f,75.975,1.078,,,,,1.078
9982,14,30,14,0.00,21,f,f,f,75.977,1.080,,,,,1.08
9982,6,10,15,0.00,14,f,f,f,75.990,1.093,,,,,1.093
9982,3,5,16,0.00,17,f,f,f,76.046,1.149,,,,,1.149
9982,11,22,17,0.00,14,f,f,f,76.110,1.213,,,,,1.213
9982,29,43,18,0.00,14,f,f,f,76.210,1.313,,,,,1.313
9982,13,27,19,0.00,16,f,f,f,76.238,1.341,,,,,1.341
9982,15,31,20,0.00,15,f,f,f,76.387,1.490,,,,,1.49
9983,19,81,1,0.00,18,f,f,f,,,,75.500,75.214,74.670,"[0.325, 0.016, 0.0]"
9983,1,1,2,0.00,17,f,f,f,,,,75.175,75.394,74.704,"[0.0, 0.196, 0.034]"
9983,18,63,3,0.00,17,f,f,f,,,,75.852,75.334,74.807,"[0.677, 0.136, 0.137]"
9983,2,4,4,0.00,19,f,f,f,,,,75.894,75.261,74.962,"[0.719, 0.063, 0.292]"
9983,8,14,5,0.00,19,f,f,f,,,,75.695,75.442,75.431,"[0.52, 0.244, 0.761]"
9983,17,55,6,0.00,21,f,f,f,,,,75.987,75.198,75.432,"[0.812, 0.0, 0.762]"
9983,12,23,7,0.00,20,f,f,f,,,,76.123,75.521,75.473,"[0.948, 0.323, 0.803]"
9983,10,18,8,0.00,21,f,f,f,,,,75.817,75.497,75.581,"[0.642, 0.299, 0.911]"
9983,4,6,9,0.00,17,f,f,f,,,,76.253,75.510,75.746,"[1.078, 0.312, 1.076]"
9983,6,10,10,0.00,17,f,f,f,,,,75.937,75.505,75.787,"[0.762, 0.307, 1.117]"
9983,9,16,11,0.00,14,f,f,f,,,,76.108,75.604,,"[0.933, 0.406, null]"
9983,16,44,12,0.00,14,f,f,f,,,,76.163,75.765,,"[0.988, 0.567, null]"
9983,7,12,13,0.00,13,f,f,f,,,,75.943,75.772,,"[0.768, 0.574, null]"
9983,3,5,14,0.00,15,f,f,f,,,,76.340,76.260,,"[1.165, 1.062, null]"
9983,29,43,15,0.00,5,f,f,f,,,,76.256,,,"[1.081, null, null]"
9983,14,30,16,0.00,6,f,f,f,,,,76.379,,,"[1.204, null, null]"
9983,13,27,17,0.00,9,f,f,f,,,,76.518,,,"[1.343, null, null]"
9983,15,31,18,0.00,9,f,f,f,,,,76.613,,,"[1.438, null, null]"
9983,20,87,19,0.00,8,f,f,f,,,,76.918,,,"[1.743, null, null]"
9983,11,22,,0.00,2,t,f,f,,,,,,,"[null, null, null]"
9987,1,1,1,25.00,63,f,f,f,5493.199,0.000,,,,,0
9987,2,4,2,18.00,63,f,f,f,5499.308,6.109,,,,,6.109
9987,19,81,3,15.00,63,f,f,f,5506.155,12.956,,,,,12.956
9987,16,44,4,12.00,63,f,f,f,5507.555,14.356,,,,,14.356
9987,12,23,5,10.00,63,f,f,f,5511.144,17.945,,,,,17.945
9987,9,16,6,8.00,63,f,f,f,5513.973,20.774,,,,,20.774
9987,18,63,7,6.00,63,f,f,f,5515.233,22.034,,,,,22.034
9987,17,55,8,4.00,63,f,f,f,5516.097,22.898,,,,,22.898
9987,4,6,9,2.00,63,f,f,f,5516.785,23.586,,,,,23.586
9987,11,22,10,1.00,63,f,f,f,5519.645,26.446,,,,,26.446
9987,8,14,11,0.00,63,f,f,f,5520.449,27.250,,,,,27.25
9987,13,27,12,0.00,63,f,f,f,5523.495,30.296,,,,,30.296
9987,6,10,13,0.00,63,f,f,f,5524.623,31.424,,,,,31.424
9987,14,30,14,0.00,63,f,f,f,5525.710,32.511,,,,,32.511
9987,10,18,15,0.00,63,f,f,f,5526.192,32.993,,,,,32.993
9987,29,43,16,0.00,63,f,f,f,5526.610,33.411,,,,,33.411
9987,20,87,17,0.00,63,f,f,f,5527.007,33.808,,,,,33.808
9987,3,5,18,0.00,63,f,f,f,5531.771,38.572,,,,,38.572
9987,7,12,,0.00,44,t,f,f,,,,,,,
9987,15,31,,0.00,27,t,f,f,,,,,,,
9988,2,4,1,0.00,23,f,f,f,91.504,0.000,,,,,0
9988,9,16,2,0.00,21,f,f,f,91.958,0.454,,,,,0.454
9988,19,81,3,0.00,24,f,f,f,92.153,0.649,,,,,0.649
9988,16,44,4,0.00,22,f,f,f,92.195,0.691,,,,,0.691
9988,18,63,5,0.00,26,f,f,f,92.377,0.873,,,,,0.873
9988,13,27,6,0.00,21,f,f,f,92.507,1.003,,,,,1.003
9988,12,23,7,0.00,24,f,f,f,92.687,1.183,,,,,1.183
9988,8,14,8,0.00,23,f,f,f,92.766,1.262,,,,,1.262
9988,7,12,9,0.00,27,f,f,f,92.874,1.370,,,,,1.37
9988,11,22,10,0.00,23,f,f,f,92.934,1.430,,,,,1.43
9988,20,87,11,0.00,23,f,f,f,92.967,1.463,,,,,1.463
9988,10,18,12,0.00,19,f,f,f,92.984,1.480,,,,,1.48
9988,15,31,13,0.00,23,f,f,f,93.056,1.552,,,,,1.552
9988,6,10,14,0.00,23,f,f,f,93.123,1.619,,,,,1.619
9988,17,55,15,0.00,26,f,f,f,93.145,1.641,,,,,1.641
9988,1,1,16,0.00,24,f,f,f,93.284,1.780,,,,,1.78
9988,4,6,17,0.00,23,f,f,f,93.385,1.881,,,,,1.881
9988,14,30,18,0.00,23,f,f,f,93.631,2.127,,,,,2.127
9988,3,5,19,0.00,24,f,f,f,93.822,2.318,,,,,2.318
9988,5,7,20,0.00,17,f,f,f,93.923,2.419,,,,,2.419
9989,16,44,1,0.00,15,f,f,f,,,,91.212,91.384,90.849,"[0.0, 0.21, 0.0]"
9989,1,1,2,0.00,12,f,f,f,,,,91.916,91.521,90.867,"[0.704, 0.347, 0.018]"
9989,19,81,3,0.00,13,f,f,f,,,,91.723,91.362,90.929,"[0.511, 0.188, 0.08]"
9989,9,16,4,0.00,15,f,f,f,,,,91.518,91.561,91.057,"[0.306, 0.387, 0.208]"
9989,18,63,5,0.00,18,f,f,f,,,,91.952,91.346,91.169,"[0.74, 0.172, 0.32]"
9989,2,4,6,0.00,13,f,f,f,,,,91.396,91.174,91.393,"[0.184, 0.0, 0.544]"
9989,7,12,7,0.00,17,f,f,f,,,,91.999,91.475,91.738,"[0.787, 0.301, 0.889]"
9989,11,22,8,0.00,12,f,f,f,,,,92.316,91.794,91.773,"[1.104, 0.62, 0.924]"
9989,12,23,9,0.00,14,f,f,f,,,,92.462,91.539,91.852,"[1.25, 0.365, 1.003]"
9989,10,18,10,0.00,12,f,f,f,,,,92.327,91.742,91.982,"[1.115, 0.568, 1.133]"
9989,8,14,11,0.00,8,f,f,f,,,,92.121,91.815,,"[0.909, 0.641, null]"
9989,20,87,12,0.00,9,f,f,f,,,,92.269,91.978,,"[1.057, 0.804, null]"
9989,17,55,13,0.00,10,f,f,f,,,,92.457,92.325,,"[1.245, 1.151, null]"
9989,3,5,14,0.00,12,f,f,f,,,,92.539,92.564,,"[1.327, 1.39, null]"
9989,4,6,15,0.00,8,t,f,f,,,,92.171,,,"[0.959, null, null]"
9989,5,7,16,0.00,6,f,f,f,,,,92.575,,,"[1.363, null, null]"
9989,6,10,17,0.00,6,f,f,f,,,,92.640,,,"[1.428, null, null]"
9989,15,31,18,0.00,6,f,f,f,,,,92.651,,,"[1.439, null, null]"
9989,13,27,19,0.00,6,f,f,f,,,,92.675,,,"[1.463, null, null]"
9989,14,30,20,0.00,5,f,f,f,,,,92.729,,,"[1.517, null, null]"
9993,16,44,1,8.00,19,f,f,f,1839.965,0.000,,,,,0
9993,19,81,2,7.00,19,f,f,f,1846.854,6.889,,,,,6.889
9993,1,1,3,6.00,19,f,f,f,1849.769,9.804,,,,,9.804
9993,18,63,4,5.00,19,f,f,f,1851.557,11.592,,,,,11.592
9993,9,16,5,4.00,19,f,f,f,1852.155,12.190,,,,,12.19
9993,11,22,6,3.00,19,f,f,f,1862.253,22.288,,,,,22.288
9993,7,12,7,2.00,19,f,f,f,1863.003,23.038,,,,,23.038
9993,2,4,8,1.00,19,f,f,f,1863.436,23.471,,,,,23.471
9993,10,18,9,0.00,19,f,f,f,1864.881,24.916,,,,,24.916
9993,8,14,10,0.00,19,f,f,f,1878.183,38.218,,,,,38.218
9993,12,23,11,0.00,19,f,f,f,1879.257,39.292,,,,,39.292
9993,6,10,12,0.00,19,f,f,f,1879.614,39.649,,,,,39.649
9993,4,6,13,0.00,19,f,f,f,1882.365,42.400,,,,,42.4
9993,14,30,14,0.00,19,f,f,f,1884.869,44.904,,,,,44.904
9993,20,87,15,0.00,19,f,f,f,1885.614,45.649,,,,,45.649
9993,15,31,16,0.00,19,f,f,f,1886.147,46.182,,,,,46.182
9993,17,55,17,0.00,19,f,f,f,1891.341,51.376,,,,,51.376
9993,3,5,18,0.00,19,f,f,f,1893.905,53.940,,,,,53.94
9993,13,27,19,0.00,19,f,f,f,1896.647,56.682,,,,,56.682
9993,5,7,20,0.00,19,f,f,f,1910.177,70.212,,,,,70.212
9994,19,81,1,0.00,20,f,f,f,,,,91.591,91.200,90.641,"[0.608, 0.413, 0.0]"
9994,18,63,2,0.00,22,f,f,f,,,,91.295,91.307,90.723,"[0.312, 0.52, 0.082]"
9994,2,4,3,0.00,17,f,f,f,,,,90.983,90.787,90.793,"[0.0, 0.0, 0.152]"
9994,1,1,4,0.00,15,f,f,f,,,,91.424,91.142,90.817,"[0.441, 0.355, 0.176]"
9994,16,44,5,0.00,21,f,f,f,,,,91.690,91.501,90.927,"[0.707, 0.714, 0.286]"
9994,9,16,6,0.00,21,f,f,f,,,,91.579,91.450,91.021,"[0.596, 0.663, 0.38]"
9994,4,6,7,0.00,20,f,f,f,,,,91.162,91.253,91.079,"[0.179, 0.466, 0.438]"
9994,7,12,8,0.00,22,f,f,f,,,,91.676,91.590,91.103,"[0.693, 0.803, 0.462]"
9994,11,22,9,0.00,19,f,f,f,,,,91.238,91.260,91.638,"[0.255, 0.473, 0.997]"
9994,12,23,10,0.00,20,f,f,f,,,,91.503,91.595,91.706,"[0.52, 0.808, 1.065]"
9994,15,31,11,0.00,15,f,f,f,,,,91.876,91.625,,"[0.893, 0.838, null]"
9994,13,27,12,0.00,15,f,f,f,,,,91.921,91.632,,"[0.938, 0.845, null]"
9994,8,14,13,0.00,15,f,f,f,,,,91.719,91.688,,"[0.736, 0.901, null]"
9994,10,18,14,0.00,15,f,f,f,,,,91.923,91.773,,"[0.94, 0.986, null]"
9994,17,55,15,0.00,15,f,f,f,,,,91.628,91.840,,"[0.645, 1.053, null]"
9994,6,10,16,0.00,9,f,f,f,,,,91.992,,,"[1.009, null, null]"
9994,20,87,17,0.00,8,f,f,f,,,,92.018,,,"[1.035, null, null]"
9994,5,7,18,0.00,8,f,f,f,,,,92.092,,,"[1.109, null, null]"
9994,3,5,19,0.00,9,f,f,f,,,,92.141,,,"[1.158, null, null]"
9994,14,30,20,0.00,8,f,f,f,,,,92.174,,,"[1.191, null, null]"
9998,19,81,1,25.00,56,f,f,f,5455.026,0.000,,,,,0
9998,2,4,2,18.00,56,f,f,f,5464.774,9.748,,,,,9.748
9998,18,63,3,15.00,56,f,f,f,5466.123,11.097,,,,,11.097
9998,1,1,4,12.00,56,f,f,f,5471.682,16.656,,,,,16.656
9998,15,31,5,10.00,56,f,f,f,5504.995,49.969,,,,,49.969
9998,7,12,6,8.00,56,f,f,f,5508.774,53.748,,,,,53.748
9998,12,23,7,6.00,56,f,f,f,5511.347,56.321,,,,,56.321
9998,20,87,8,4.00,56,f,f,f,5516.329,61.303,,,,,61.303
9998,10,18,9,2.00,56,f,f,f,5525.230,70.204,,,,,70.204
9998,17,55,10,1.00,56,f,f,f,5531.413,76.387,,,,,76.387
9998,4,6,11,0.00,56,f,f,f,5533.901,78.875,,,,,78.875
9998,14,30,12,0.00,56,f,f,f,5536.173,81.147,,,,,81.147
9998,5,7,13,0.00,56,f,f,f,5543.427,88.401,,,,,88.401
9998,3,5,14,0.00,55,f,f,f,,,1,,,,+1 LAP
9998,13,27,15,0.00,55,f,f,f,,,1,,,,+1 LAP
9998,11,22,16,0.00,55,f,f,f,,,1,,,,+1 LAP
9998,6,10,,0.00,,f,f,t,,,,,,,
9998,8,14,,0.00,4,t,f,f,,,,,,,
9998,9,16,,0.00,,f,f,t,,,,,,,
9998,16,44,,0.00,,f,f,t,,,,,,,
9999,2,4,1,0.00,24,f,f,f,88.549,0.000,,,,,0
9999,18,63,2,0.00,29,f,f,f,88.712,0.163,,,,,0.163
9999,9,16,3,0.00,27,f,f,f,88.965,0.416,,,,,0.416
9999,16,44,4,0.00,25,f,f,f,89.051,0.502,,,,,0.502
9999,1,1,5,0.00,23,f,f,f,89.065,0.516,,,,,0.516
9999,11,22,6,0.00,25,f,f,f,89.172,0.623,,,,,0.623
9999,8,14,7,0.00,25,f,f,f,89.222,0.673,,,,,0.673
9999,4,6,8,0.00,28,f,f,f,89.225,0.676,,,,,0.676
9999,7,12,9,0.00,28,f,f,f,89.284,0.735,,,,,0.735
9999,17,55,10,0.00,28,f,f,f,89.333,0.784,,,,,0.784
9999,12,23,11,0.00,25,f,f,f,89.392,0.843,,,,,0.843
9999,25,62,12,0.00,24,f,f,f,89.394,0.845,,,,,0.845
9999,14,30,13,0.00,28,f,f,f,89.536,0.987,,,,,0.987
9999,6,10,14,0.00,23,f,f,f,89.547,0.998,,,,,0.998
9999,19,81,15,0.00,25,f,f,f,89.708,1.159,,,,,1.159
9999,10,18,16,0.00,25,f,f,f,89.758,1.209,,,,,1.209
9999,13,27,17,0.00,21,f,f,f,90.023,1.474,,,,,1.474
9999,20,87,18,0.00,17,f,f,f,90.077,1.528,,,,,1.528
9999,15,31,19,0.00,21,f,f,f,90.123,1.574,,,,,1.574
9999,3,5,20,0.00,26,f,f,f,90.147,1.598,,,,,1.598
10000,19,81,1,0.00,13,f,f,f,88.114,0.000,,,,,0
10000,2,4,2,0.00,12,f,f,f,88.163,0.049,,,,,0.049
10000,4,6,3,0.00,12,f,f,f,88.518,0.404,,,,,0.404
10000,16,44,4,0.00,14,f,f,f,88.544,0.430,,,,,0.43
10000,14,30,5,0.00,13,f,f,f,88.559,0.445,,,,,0.445
10000,18,63,6,0.00,13,f,f,f,88.567,0.453,,,,,0.453
10000,9,16,7,0.00,14,f,f,f,88.586,0.472,,,,,0.472
10000,1,1,8,0.00,9,f,f,f,88.670,0.556,,,,,0.556
10000,6,10,9,0.00,13,f,f,f,88.757,0.643,,,,,0.643
10000,17,55,10,0.00,9,f,f,f,88.832,0.718,,,,,0.718
10000,12,23,11,0.00,11,f,f,f,89.023,0.909,,,,,0.909
10000,13,27,12,0.00,12,f,f,f,89.062,0.948,,,,,0.948
10000,3,5,13,0.00,13,f,f,f,89.335,1.221,,,,,1.221
10000,15,31,14,0.00,13,f,f,f,89.507,1.393,,,,,1.393
10000,20,87,15,0.00,10,f,f,f,89.654,1.540,,,,,1.54
10000,7,12,16,0.00,13,f,f,f,89.733,1.619,,,,,1.619
10000,8,14,17,0.00,5,f,f,f,89.978,1.864,,,,,1.864
10000,11,22,18,0.00,12,f,f,f,90.625,2.511,,,,,2.511
10000,10,18,19,0.00,12,f,f,f,90.845,2.731,,,,,2.731
10000,5,7,20,0.00,4,f,f,f,91.659,3.545,,,,,3.545
10001,2,4,1,0.00,17,f,f,f,87.965,0.000,,,,,0
10001,19,81,2,0.00,17,f,f,f,87.991,0.026,,,,,0.026
10001,18,63,3,0.00,15,f,f,f,88.077,0.112,,,,,0.112
10001,9,16,4,0.00,13,f,f,f,88.414,0.449,,,,,0.449
10001,1,1,5,0.00,21,f,f,f,88.497,0.532,,,,,0.532
10001,16,44,6,0.00,13,f,f,f,88.524,0.559,,,,,0.559
10001,12,23,7,0.00,19,f,f,f,88.554,0.589,,,,,0.589
10001,6,10,8,0.00,15,f,f,f,88.603,0.638,,,,,0.638
10001,11,22,9,0.00,15,f,f,f,88.785,0.820,,,,,0.82
10001,4,6,10,0.00,16,f,f,f,88.786,0.821,,,,,0.821
10001,17,55,11,0.00,22,f,f,f,88.846,0.881,,,,,0.881
10001,14,30,12,0.00,19,f,f,f,89.104,1.139,,,,,1.139
10001,7,12,13,0.00,20,f,f,f,89.126,1.161,,,,,1.161
10001,5,7,14,0.00,15,f,f,f,89.767,1.802,,,,,1.802
10001,8,14,15,0.00,17,f,f,f,89.772,1.807,,,,,1.807
10001,20,87,16,0.00,17,f,f,f,90.084,2.119,,,,,2.119
10001,3,5,17,0.00,13,f,f,f,90.134,2.169,,,,,2.169
10001,15,31,18,0.00,17,f,f,f,90.183,2.218,,,,,2.218
10001,10,18,19,0.00,16,f,f,f,90.267,2.302,,,,,2.302
10001,13,27,20,0.00,17,f,f,f,90.621,2.656,,,,,2.656
10002,1,1,1,0.00,17,f,f,f,,,,87.943,87.502,86.983,"[0.256, 0.356, 0.0]"
10002,2,4,2,0.00,15,f,f,f,,,,87.845,87.146,86.995,"[0.158, 0.0, 0.012]"
10002,19,81,3,0.00,18,f,f,f,,,,87.687,87.507,87.027,"[0.0, 0.361, 0.044]"
10002,9,16,4,0.00,21,f,f,f,,,,87.920,87.555,87.299,"[0.233, 0.409, 0.316]"
10002,18,63,5,0.00,17,f,f,f,,,,87.843,87.400,87.318,"[0.156, 0.254, 0.335]"
10002,7,12,6,0.00,18,f,f,f,,,,87.968,87.639,87.555,"[0.281, 0.493, 0.572]"
10002,4,6,7,0.00,18,f,f,f,,,,88.278,87.775,87.569,"[0.591, 0.629, 0.586]"
10002,16,44,8,0.00,23,f,f,f,,,,87.942,87.610,87.610,"[0.255, 0.464, 0.627]"
10002,12,23,9,0.00,20,f,f,f,,,,88.218,87.783,87.615,"[0.531, 0.637, 0.632]"
10002,20,87,10,0.00,21,f,f,f,,,,88.228,87.711,87.867,"[0.541, 0.565, 0.884]"
10002,6,10,11,0.00,12,f,f,f,,,,88.186,87.822,,"[0.499, 0.676, null]"
10002,17,55,12,0.00,15,f,f,f,,,,88.209,87.836,,"[0.522, 0.69, null]"
10002,8,14,13,0.00,12,f,f,f,,,,88.337,87.897,,"[0.65, 0.751, null]"
10002,14,30,14,0.00,12,f,f,f,,,,88.554,87.906,,"[0.867, 0.76, null]"
10002,11,22,15,0.00,12,f,f,f,,,,87.967,88.000,,"[0.28, 0.854, null]"
10002,13,27,16,0.00,9,f,f,f,,,,88.570,,,"[0.883, null, null]"
10002,3,5,17,0.00,9,f,f,f,,,,88.622,,,"[0.935, null, null]"
10002,15,31,18,0.00,9,f,f,f,,,,88.696,,,"[1.009, null, null]"
10002,5,7,19,0.00,9,f,f,f,,,,88.877,,,"[1.19, null, null]"
10002,10,18,20,0.00,5,f,f,f,,,,89.271,,,"[1.584, null, null]"
10006,1,1,1,25.00,53,f,f,f,4926.983,0.000,,,,,0
10006,2,4,2,18.00,53,f,f,f,4928.406,1.423,,,,,1.423
10006,19,81,3,15.00,53,f,f,f,4929.112,2.129,,,,,2.129
10006,9,16,4,12.00,53,f,f,f,4943.080,16.097,,,,,16.097
10006,18,63,5,10.00,53,f,f,f,4944.345,17.362,,,,,17.362
10006,7,12,6,8.00,53,f,f,f,4945.654,18.671,,,,,18.671
10006,16,44,7,6.00,53,f,f,f,4956.165,29.182,,,,,29.182
10006,4,6,8,4.00,53,f,f,f,4964.117,37.134,,,,,37.134
10006,12,23,9,2.00,53,f,f,f,4967.350,40.367,,,,,40.367
10006,20,87,10,1.00,53,f,f,f,4981.512,54.529,,,,,54.529
10006,8,14,11,0.00,53,f,f,f,4984.316,57.333,,,,,57.333
10006,11,22,12,0.00,53,f,f,f,4985.384,58.401,,,,,58.401
10006,6,10,13,0.00,53,f,f,f,4989.105,62.122,,,,,62.122
10006,17,55,14,0.00,53,f,f,f,5001.112,74.129,,,,,74.129
10006,5,7,15,0.00,53,f,f,f,5008.297,81.314,,,,,81.314
10006,13,27,16,0.00,53,f,f,f,5008.940,81.957,,,,,81.957
10006,14,30,17,0.00,53,f,f,f,5009.717,82.734,,,,,82.734
10006,15,31,18,0.00,53,f,f,f,5010.421,83.438,,,,,83.438
10006,3,5,19,0.00,53,f,f,f,5010.880,83.897,,,,,83.897
10006,10,18,20,0.00,52,f,f,f,,,1,,,,+1 LAP
10007,2,4,1,0.00,23,f,f,f,93.204,0.000,,,,,0
10007,6,10,2,0.00,23,f,f,f,93.442,0.238,,,,,0.238
10007,16,44,3,0.00,23,f,f,f,93.800,0.596,,,,,0.596
10007,12,23,4,0.00,24,f,f,f,93.928,0.724,,,,,0.724
10007,15,31,5,0.00,19,f,f,f,94.184,0.980,,,,,0.98
10007,13,27,6,0.00,24,f,f,f,94.262,1.058,,,,,1.058
10007,5,7,7,0.00,23,f,f,f,94.396,1.192,,,,,1.192
10007,14,30,8,0.00,23,f,f,f,94.397,1.193,,,,,1.193
10007,11,22,9,0.00,23,f,f,f,94.484,1.280,,,,,1.28
10007,19,81,10,0.00,25,f,f,f,94.508,1.304,,,,,1.304
10007,3,5,11,0.00,23,f,f,f,94.628,1.424,,,,,1.424
10007,4,6,12,0.00,22,f,f,f,94.667,1.463,,,,,1.463
10007,24,46,13,0.00,20,f,f,f,94.885,1.681,,,,,1.681
10007,23,38,14,0.00,20,f,f,f,95.055,1.851,,,,,1.851
10007,10,18,15,0.00,23,f,f,f,95.116,1.912,,,,,1.912
10007,21,34,16,0.00,19,f,f,f,95.198,1.994,,,,,1.994
10007,25,50,17,0.00,20,f,f,f,95.261,2.057,,,,,2.057
10007,26,72,18,0.00,26,f,f,f,95.325,2.121,,,,,2.121
10007,22,37,19,0.00,20,f,f,f,95.475,2.271,,,,,2.271
10007,7,12,20,0.00,3,f,f,f,98.051,4.847,,,,,4.847
10008,19,81,1,0.00,29,f,f,f,90.505,0.000,,,,,0
10008,2,4,2,0.00,28,f,f,f,90.659,0.154,,,,,0.154
10008,18,63,3,0.00,25,f,f,f,91.032,0.527,,,,,0.527
10008,9,16,4,0.00,27,f,f,f,91.045,0.540,,,,,0.54
10008,7,12,5,0.00,27,f,f,f,91.227,0.722,,,,,0.722
10008,4,6,6,0.00,24,f,f,f,91.238,0.733,,,,,0.733
10008,1,1,7,0.00,27,f,f,f,91.330,0.825,,,,,0.825
10008,16,44,8,0.00,23,f,f,f,91.576,1.071,,,,,1.071
10008,20,87,9,0.00,27,f,f,f,91.584,1.079,,,,,1.079
10008,17,55,10,0.00,28,f,f,f,91.623,1.118,,,,,1.118
10008,12,23,11,0.00,29,f,f,f,91.696,1.191,,,,,1.191
10008,14,30,12,0.00,27,f,f,f,91.706,1.201,,,,,1.201
10008,3,5,13,0.00,25,f,f,f,91.772,1.267,,,,,1.267
10008,5,7,14,0.00,27,f,f,f,91.788,1.283,,,,,1.283
10008,8,14,15,0.00,19,f,f,f,91.825,1.320,,,,,1.32
10008,15,31,16,0.00,27,f,f,f,91.870,1.365,,,,,1.365
10008,6,10,17,0.00,27,f,f,f,91.947,1.442,,,,,1.442
10008,11,22,18,0.00,25,f,f,f,92.024,1.519,,,,,1.519
10008,10,18,19,0.00,27,f,f,f,92.382,1.877,,,,,1.877
10008,13,27,20,0.00,24,f,f,f,92.496,1.991,,,,,1.991
10009,19,81,1,0.00,13,f,f,f,91.646,0.000,,,,,0
10009,2,4,2,0.00,18,f,f,f,92.314,0.668,,,,,0.668
10009,9,16,3,0.00,19,f,f,f,92.480,0.834,,,,,0.834
10009,18,63,4,0.00,13,f,f,f,92.827,1.181,,,,,1.181
10009,7,12,5,0.00,12,f,f,f,92.916,1.270,,,,,1.27
10009,6,10,6,0.00,18,f,f,f,92.974,1.328,,,,,1.328
10009,4,6,7,0.00,15,f,f,f,93.023,1.377,,,,,1.377
10009,1,1,8,0.00,13,f,f,f,93.027,1.381,,,,,1.381
10009,17,55,9,0.00,15,f,f,f,93.092,1.446,,,,,1.446
10009,16,44,10,0.00,18,f,f,f,93.111,1.465,,,,,1.465
10009,15,31,11,0.00,17,f,f,f,93.240,1.594,,,,,1.594
10009,5,7,12,0.00,18,f,f,f,93.347,1.701,,,,,1.701
10009,14,30,13,0.00,14,f,f,f,93.370,1.724,,,,,1.724
10009,8,14,14,0.00,18,f,f,f,93.548,1.902,,,,,1.902
10009,12,23,15,0.00,16,f,f,f,93.753,2.107,,,,,2.107
10009,20,87,16,0.00,18,f,f,f,94.335,2.689,,,,,2.689
10009,10,18,17,0.00,16,f,f,f,94.363,2.717,,,,,2.717
10009,3,5,18,0.00,16,f,f,f,94.518,2.872,,,,,2.872
10009,13,27,19,0.00,7,f,f,f,94.636,2.990,,,,,2.99
10009,11,22,20,0.00,15,f,f,f,94.965,3.319,,,,,3.319
10010,19,81,1,0.00,15,f,f,f,,,,91.392,90.454,89.841,"[0.285, 0.0, 0.0]"
10010,18,63,2,0.00,20,f,f,f,,,,91.494,90.664,90.009,"[0.387, 0.21, 0.168]"
10010,9,16,3,0.00,16,f,f,f,,,,91.454,90.724,90.175,"[0.347, 0.27, 0.334]"
10010,7,12,4,0.00,20,f,f,f,,,,91.415,90.716,90.213,"[0.308, 0.262, 0.372]"
10010,6,10,5,0.00,19,f,f,f,,,,91.462,90.643,90.216,"[0.355, 0.189, 0.375]"
10010,2,4,6,0.00,18,f,f,f,,,,91.107,90.560,90.267,"[0.0, 0.106, 0.426]"
10010,1,1,7,0.00,17,f,f,f,,,,91.303,91.019,90.423,"[0.196, 0.565, 0.582]"
10010,17,55,8,0.00,19,f,f,f,,,,91.591,90.844,90.680,"[0.484, 0.39, 0.839]"
10010,16,44,9,0.00,18,f,f,f,,,,91.219,91.009,90.772,"[0.112, 0.555, 0.931]"
